Word,FREQcount
dowser,5
dowsers,2
doxie,1
doxology,1
doxy,3
doxycycline,3
doyen,1
doyens,1
doz,2
doze,20
dozed,41
dozen,1231
dozens,280
dozer,19
dozers,2
dozes,4
dozier,3
dozing,20
dozy,5
dp,12
dpt,1
dr,15194
drab,41
drabble,1
drably,1
drabs,8
dracaena,1
drachma,3
drachmas,2
draco,22
draconian,7
drad,1
draft,371
drafted,119
draftee,5
draftees,10
drafting,22
drafts,37
draftsman,5
draftsmen,2
drafty,32
drag,1349
dragged,589
dragger,2
draggers,1
dragging,335
draggly,1
draggy,4
dragline,5
dragnet,18
drago,64
dragoman,2
dragon,984
dragonfish,1
dragonflies,12
dragonfly,145
dragonroot,3
dragons,232
dragoon,3
dragooned,1
dragoons,6
drags,61
dragsters,2
drain,440
drainage,46
drainages,1
drainboards,1
drained,111
drainer,1
draining,69
drainpipe,28
drainpipes,2
drains,78
drake,304
dram,10
drama,1028
dramamine,28
dramas,22
dramatic,499
dramatically,47
dramatics,16
dramatis,1
dramatisation,1
dramatise,4
dramatist,5
dramatists,2
dramatization,4
dramatize,11
dramatized,4
dramatizing,1
dramaturgically,1
drame,1
drams,3
drang,11
drank,656
drape,53
draped,19
draper,26
draperies,9
drapery,3
drapes,152
drapetomania,3
draping,4
drastic,128
drastically,16
drat,46
drats,1
dratted,3
draught,24
draughted,2
draughts,5
draughtsman,1
draughty,6
draw,2061
drawback,32
drawbacks,18
drawbridge,27
drawer,663
drawers,218
drawing,817
drawings,232
drawl,4
drawling,1
drawls,1
drawn,542
draws,195
drawstring,3
dray,5
dread,128
dreaded,69
dreadful,408
dreadfully,65
dreadfuls,2
dreading,34
dreadlocks,13
dreadnaught,1
dreadnaughts,1
dreadnought,3
dreadnoughts,2
dreads,11
dream,6798
dreamboat,21
dreamboats,1
dreamed,784
dreamer,155
dreamers,48
dreamiest,1
dreamily,2
dreaming,939
dreamland,23
dreamless,6
dreamlike,8
dreams,3285
dreamt,339
dreamworld,1
dreamworlds,1
dreamy,80
drear,2
dreariest,1
dreary,92
dreck,13
dredge,24
dredged,9
dredgers,1
dredges,2
dredging,15
dreg,4
dregs,26
dreidel,14
dreidels,1
drek,3
drench,11
drenched,38
drenching,2
dresden,34
dress,4447
dressed,2394
dresser,182
dressers,6
dresses,497
dressier,1
dressing,804
dressings,24
dressmaker,28
dressmakers,3
dressmaking,4
dressy,32
drest,1
drew,1277
drey,35
drib,1
dribble,68
dribbled,7
dribbler,2
dribblers,1
dribbles,18
dribbling,31
dribs,3
dried,258
drier,22
driers,1
dries,48
driest,5
drift,327
drifted,92
drifter,54
drifters,20
drifting,162
drifts,38
driftwood,43
drill,701
drilled,53
driller,2
drillers,1
drilling,117
drillings,1
drillmaster,2
drills,71
drink,12617
drinkable,4
drinker,95
drinkers,40
drinking,2685
drinks,1744
drinky,3
drip,261
dripped,15
dripper,2
drippers,1
dripping,172
drippings,6
drippy,10
drips,39
drivable,1
drive,7810
drivel,36
driveling,9
driven,524
driver,2416
drivers,340
drives,728
driveway,343
driveways,9
driving,3780
drizzle,22
drizzled,6
drizzles,2
drizzling,6
drizzly,5
drogue,7
drogues,5
droit,3
droll,25
drolleries,1
drollery,3
drollest,1
drolling,1
drome,1
dromedary,4
drona,6
drone,144
drones,72
drongo,1
droning,18
drool,110
drooled,16
drooling,127
drools,9
drooly,4
droop,17
drooped,3
drooping,7
droops,1
droopy,26
drop,6661
dropkick,3
droplet,2
droplets,8
dropout,43
dropouts,7
droppage,2
dropped,2482
dropper,20
dropperful,1
dropping,826
droppings,40
drops,525
dropsies,3
dropsy,1
drosophila,4
dross,4
drought,70
droughts,7
drove,1472
drover,5
drovers,4
droves,15
drow,2
drown,540
drownded,2
drownding,1
drowned,391
drowning,368
drownings,6
drowns,40
drowse,3
drowses,1
drowsier,2
drowsily,1
drowsiness,5
drowsing,1
drowsy,37
drubbing,2
drudge,9
drudgery,9
drudging,1
drug,2306
drugged,187
druggie,18
druggies,6
drugging,18
druggist,26
druggists,3
druggy,4
drugs,2464
drugstore,219
drugstores,16
druid,17
druidic,3
druidism,1
druids,18
drum,432
drumbeat,8
drumbeats,2
drumlin,17
drummed,17
drummer,187
drummers,19
drumming,57
drumroll,16
drums,367
drumstick,18
drumsticks,17
drunk,3904
drunkard,62
drunkards,10
drunken,315
drunkenly,5
drunkenness,36
drunker,27
drunkest,2
drunks,116
drury,5
druthers,29
druze,1
dry,2184
dryad,1
dryer,231
dryers,11
drying,85
dryness,7
drys,1
drywall,16
ds,34
dsp,1
dsr,31
dt,3
du,237
dual,57
dualism,1
dualistic,2
dualities,1
duality,14
dually,1
duan,5
dub,55
dubba,3
dubbed,26
dubber,1
dubbing,6
dubious,73
dubiously,1
dublin,62
dubonnet,5
dubs,4
duc,20
ducal,27
ducat,4
ducats,41
duce,20
duchess,228
duchesse,4
duchesses,6
duchy,5
duck,1263
ducked,61
ducker,1
duckers,1
duckie,36
ducking,72
duckling,39
ducklings,6
ducks,432
ducktail,1
ducktails,1
duckweed,1
ducky,100
duct,160
ductile,1
ducting,4
ductless,4
ducts,55
ductwork,4
dud,64
duddie,2
duddle,1
duddy,1
dude,5071
dudeen,3
dudes,345
dudgeon,6
duding,1
dudley,234
duds,69
due,2275
duel,120
dueler,1
dueling,23
duelist,2
duelling,26
duellist,2
duellists,1
duels,14
duenna,1
dues,104
duet,66
duets,9
duff,67
duffel,76
duffels,1
duffer,32
duffers,1
duffle,14
duffs,3
duffy,112
dug,455
dugout,46
dugouts,2
duh,203
dui,3
duka,1
duke,1277
dukedom,5
dukes,102
dukeship,1
dulce,4
dulcet,7
dulcimer,5
dulcinea,6
dull,616
dullard,21
dullards,3
dulled,11
duller,14
dullest,17
dullness,7
dulls,10
dullsville,5
dully,2
dult,1
duluth,35
duly,69
dum,174
duma,41
dumas,5
dumb,2395
dumbbell,25
dumbbells,5
dumbed,2
dumber,88
dumbest,128
dumbfound,3
dumbfounded,7
dumbhead,2
dumbing,3
dumbledore,44
dumbly,2
dumbness,7
dumbo,47
dumbos,2
dumbstruck,3
dumbwaiter,16
dumbwaiters,1
dumby,7
dumdum,1
dumdums,1
dumfounded,1
dummied,3
dummies,61
dummkopf,11
dummkopfs,1
dummy,500
dummying,1
dump,1470
dumped,915
dumper,8
dumpers,2
dumpier,2
dumping,203
dumpings,2
dumpling,45
dumplings,81
dumps,137
dumpster,203
dumpsters,24
dumpty,20
dumpy,14
dun,13
dunce,25
dunces,10
dundee,43
dunder,1
dunderhead,9
dunderheads,1
dune,51
dunes,45
dung,90
dungaree,3
dungarees,10
dungeon,131
dungeons,38
dunger,2
dunghill,4
dungy,1
dunk,132
dunked,22
dunker,1
dunkers,2
dunking,20
dunkirk,25
dunkle,1
dunks,8
dunne,115
dunner,5
dunnest,2
dunning,10
dunno,204
dunny,1
dunst,3
dunster,1
duo,77
duodena,1
duodenal,2
duodenum,14
duomo,1
dup,1
dupatta,3
dupe,33
duped,40
duper,39
dupes,1
duping,1
duplex,24
duplicate,117
duplicated,42
duplicates,30
duplicating,9
duplication,7
duplications,2
duplicator,1
duplicitous,10
duplicity,11
duppy,1
dur,14
dura,8
durability,11
durable,18
dural,6
durant,30
durante,9
duration,81
durbar,3
duress,59
durham,56
durian,7
durians,5
during,3872
durn,8
durned,2
durning,8
durst,12
dusk,61
dusky,21
dust,1216
dustbin,7
dusted,62
duster,20
dusters,13
dustier,1
dusting,67
dustman,4
dustpan,13
dustpans,2
dusts,4
dustup,2
dusty,283
dutch,761
dutching,2
dutchman,83
dutchmen,8
dutiable,1
duties,402
dutiful,15
dutifully,5
dutra,10
duty,2599
duvet,12
duvetyn,1
dux,20
dvorak,3
dwarf,157
dwarfed,3
dwarfing,2
dwarfish,2
dwarfism,1
dwarfs,55
dwarves,57
dweeb,28
dweebs,4
dwell,142
dwelled,4
dweller,9
dwellers,15
dwelling,68
dwellings,9
dwells,17
dwelt,5
dwight,274
dwindle,5
dwindled,4
dwindles,1
dwindling,13
dy,2
dybbuk,2
dybbuks,1
dye,197
dyed,73
dyeing,11
dyer,24
dyes,29
dying,3416
dyke,132
dyked,1
dykes,34
dynamic,107
dynamics,43
dynamism,1
dynamite,515
dynamited,10
dynamiter,4
dynamites,1
dynamiting,4
dynamo,26
dynamometer,2
dynamos,3
dynamotor,1
dynastic,1
dynasties,7
dynasty,130
dys,2
dysarthria,1
dysautonomia,1
dysentery,46
dysfunction,61
dysfunctional,78
dysfunctions,3
dysgenics,2
dyslectic,1
dyslexia,13
dyslexic,17
dyslogistic,1
dysmenorrhea,1
dyspeptic,4
dysphasia,1
dysphoria,5
dysphoric,3
dysplasia,6
dyspnea,3
dysprosium,1
dystonia,1
dystonic,2
dystopia,1
dystrophy,11
dz,6
e,3702
ea,5
each,12916
ead,9
eager,350
eagerly,33
eagerness,13
eagle,586
eagles,190
eam,10
ear,1632
earache,15
earaches,2
eardrop,2
eardrops,1
eardrum,15
eardrums,26
eared,1
earflaps,3
earful,22
earhole,1
earing,1
earings,2
earl,1042
earldom,3
earless,4
earlier,2010
earliest,118
earlobe,17
earlobes,15
earls,12
early,5510
earmark,3
earmarked,12
earmarks,8
earmuff,3
earmuffs,17
earn,783
earned,646
earner,18
earners,8
earnest,80
earnestly,11
earnestness,3
earning,131
earnings,48
earns,49
earphone,6
earphones,16
earpiece,27
earpieces,3
earplug,3
earplugs,43
earring,138
earrings,313
ears,1705
earshot,19
earth,5074
earthbound,16
earthed,1
earthen,3
earthlight,1
earthling,35
earthlings,31
earthly,76
earthman,17
earthmen,5
earthquake,325
earthquakes,68
earths,11
earthward,3
earthworm,7
earthworms,11
earthy,21
earwax,9
earwig,5
earwigs,1
earwitness,1
ease,974
eased,26
easeful,2
easel,14
easels,1
easement,8
easer,1
eases,18
easier,2012
easiest,204
easily,1151
easiness,1
easing,30
east,2527
eastbound,40
easter,382
easterly,7
eastern,414
easterner,3
easterners,8
easternmost,1
easters,1
easting,1
eastland,1
eastman,57
eastward,7
easy,13551
easygoing,22
easylike,1
eat,12846
eatable,3
eatables,4
eaten,927
eater,80
eateries,3
eaters,23
eatery,10
eath,1
eating,3102
eats,645
eau,24
eave,5
eaver,2
eaves,5
eavesdrop,40
eavesdropped,7
eavesdropper,4
eavesdroppers,1
eavesdropping,53
ebb,18
ebbed,2
ebbets,19
ebbing,3
ebbs,7
ebenezer,70
ebonite,1
ebony,44
ebullient,2
ec,27
eccentric,179
eccentrically,2
eccentricities,20
eccentricity,10
eccentrics,3
ecch,10
ecchymoses,1
ecchymosis,16
ecclesiastes,8
ecclesiastical,11
ecdysis,1
echelon,45
echelons,4
echidna,39
echinacea,12
echo,350
echocardiogram,2
echoed,13
echoes,66
echoey,1
echogram,2
echoing,131
echolocate,1
echolocation,5
echos,4
eclair,10
eclairs,9
eclat,1
eclectic,20
eclipse,144
eclipsed,9
eclipses,9
eclipsing,1
eclogues,1
eco,6
ecocidal,1
ecole,4
ecological,23
ecologically,2
ecologist,2
ecology,15
econ,23
economic,253
economical,17
economically,30
economics,126
economies,23
economise,1
economist,11
economists,6
economize,12
economizing,2
economy,296
ecosystem,32
ecosystems,8
ecoute,2
ecru,7
ecstasies,4
ecstasy,162
ecstatic,69
ecstatically,3
ectoderm,1
ectodermal,2
ectomorph,1
ectopic,8
ectoplasm,19
ectoplasmic,9
ectopy,7
ecu,1
ecuador,19
ecumenical,9
eczema,9
eczemas,1
ed,3858
edam,2
edaphology,1
edda,1
eddies,6
eddy,184
edelweiss,21
edema,54
edematous,3
eden,199
edgar,646
edge,1199
edged,10
edger,1
edges,145
edgeways,3
edgewise,17
edgier,5
edginess,1
edging,15
edgy,116
edibility,1
edible,70
edibles,2
edict,16
edicts,8
edification,15
edifice,21
edifices,1
edified,2
edify,3
edifying,5
edinburgh,77
edison,122
edit,77
edited,60
edith,189
editing,108
edition,249
editions,47
editor,633
editorial,111
editorialise,2
editorialising,2
editorialize,4
editorialized,1
editorializing,5
editorially,2
editorials,24
editors,79
editorship,1
edits,10
eds,4
educate,104
educated,282
educates,3
educating,26
education,996
educational,167
educationally,2
educations,6
educator,24
educators,10
edutainment,1
edward,1051
edwardian,4
edwards,238
ee,192
eek,10
eel,73
eels,61
eelskin,1
een,10
eerie,89
eerily,10
eery,1
ef,22
eff,14
effable,2
efface,1
effaced,5
effacement,1
effect,1219
effected,18
effecting,5
effective,536
effectively,116
effectiveness,27
effectors,6
effects,649
effectual,3
effectuated,2
effed,1
effeminacy,1
effeminate,15
effendi,17
effendis,1
effervesce,1
effervescence,6
effervescent,10
effervesces,1
effete,3
efficacious,10
efficacy,15
efficiencies,4
efficiency,139
efficient,253
efficiently,33
effigies,3
effigy,14
effing,14
effleurage,3
efflorescing,1
effluent,4
effluvia,1
effluvium,1
efforce,1
effort,987
effortless,21
effortlessly,10
efforts,375
effraction,1
effrontery,22
effulgence,1
effulgent,7
effused,1
effusion,16
effusions,2
effusive,7
effusively,1
eg,1
egad,5
egads,11
egalitarian,4
egg,1328
eggbeater,12
eggbeaters,3
eggcup,1
egged,11
eggers,2
egghead,57
eggheaded,1
eggheadedness,1
eggheads,19
egging,11
eggless,2
eggnog,79
eggnogs,5
eggplant,56
eggplants,7
eggroll,1
eggrolls,1
eggs,1971
eggshell,23
eggshells,15
eggy,3
ego,382
egocentric,12
egoism,2
egoist,5
egoistic,1
egomania,2
egomaniac,35
egomaniacal,9
egomaniacs,4
egos,46
egotism,8
egotist,7
egotistic,2
egotistical,35
egregious,17
egregiously,5
egress,10
egret,2
egrets,3
egypt,270
egyptian,203
egyptians,59
egyptologist,1
egyptology,5
eh,2619
eider,2
eiderdown,3
eidetic,3
eiffel,95
eigenvalue,1
eigenvalues,1
eight,5010
eightball,10
eighteen,310
eighteenth,23
eightfold,3
eighth,350
eighths,6
eighties,28
eightieth,1
eights,61
eighty,129
einstein,269
einsteinium,1
eisenberg,4
eisenhower,145
either,9308
ejaculate,24
ejaculated,8
ejaculates,5
ejaculating,1
ejaculation,29
ejaculator,6
ejaculators,3
ejaculatory,2
eject,72
ejecta,2
ejectable,2
ejected,29
ejecting,13
ejection,30
ejector,15
ejectors,3
ejects,4
eke,4
eking,4
el,961
elaborate,242
elaborated,5
elaborately,4
elaborates,3
elaborating,7
elaboration,4
elaborations,1
elaine,712
elan,3
eland,1
elapsed,25
elasmosaur,2
elastic,53
elasticity,18
elasticized,1
elastin,5
elastomer,1
elastomers,1
elated,14
elating,1
elation,18
elations,1
elb,1
elbow,313
elbowed,7
elbowing,6
elbows,125
eld,3
elder,359
elderberries,1
elderberry,12
elderlies,1
elderly,209
elders,276
eldest,77
eldorado,13
eldrich,1
eldritch,3
eleanor,353
elect,72
electability,1
elected,370
electing,9
election,560
electioneering,1
elections,123
elective,52
electives,12
electoral,26
electorate,9
electorial,1
electors,1
electra,60
electric,874
electrical,440
electrically,22
electrician,76
electricians,11
electricity,584
electrics,13
electrification,1
electrified,32
electrifies,1
electrify,5
electrifying,21
electro,17
electrocardiogram,4
electrochemical,3
electrochemist,1
electrochemistry,1
electroconvulsive,4
electrocute,29
electrocuted,66
electrocuting,9
electrocution,50
electrocutions,1
electrode,15
electrodes,26
electroencephalograph,1
electrokinetic,1
electrologist,1
electroluminescence,1
electrolysis,8
electrolyte,11
electrolytes,30
electromagnet,5
electromagnetic,96
electromagnetically,1
electromagnetics,1
electromagnetism,3
electromagnets,3
electrometer,6
electromyogram,1
electromyography,1
electron,37
electronic,350
electronica,2
electronically,37
electronics,139
electrons,77
electrophoresis,3
electroplate,1
electroplating,5
electros,1
electroshock,19
electrostatic,10
electrostatically,1
electrostatics,1
electrotherapy,1
elects,10
elegance,65
elegant,320
elegante,3
elegantly,13
elegy,3
elektra,65
element,338
elemental,34
elementally,1
elementals,4
elementary,242
elements,352
elephant,580
elephantine,4
elephants,223
elev,3
elevate,43
elevated,127
elevates,9
elevating,3
elevation,47
elevations,7
elevato,1
elevator,1245
elevators,164
eleven,662
elevens,5
elevenses,3
eleventh,34
elevenths,1
elf,193
elfin,8
eli,435
elicit,25
elicited,2
eliciting,7
elicits,1
eligibility,13
eligible,169
elijah,96
eliminate,305
eliminated,166
eliminates,37
eliminating,46
elimination,66
eliminations,4
eliminator,3
eliminators,1
elisha,21
elite,151
elites,3
elitism,2
elitist,23
elixir,46
elixirs,5
elizabeth,1160
elizabethan,17
elk,306
elkhorn,3
elks,18
elkwood,1
ell,93
elle,165
ellen,1229
elling,6
ellipsis,9
elliptic,1
elliptical,12
elm,73
elmer,134
elms,4
elmwood,9
elocution,14
elocutionary,1
elongate,1
elongated,16
elongates,1
elongating,1
elongation,2
elope,67
eloped,36
elopement,12
elopements,1
elopes,2
eloping,41
eloquence,27
eloquent,49
eloquently,21
els,4
else,22907
elses,7
elsewhere,315
elsewheres,6
elsewise,1
elt,10
elucidate,6
elucidation,2
elude,21
eluded,32
eludes,10
eluding,13
elusion,1
elusive,72
elutriation,1
elves,178
elvis,537
elvish,14
elysia,1
elysian,19
elysium,4
elzevir,1
em,12849
emaciated,4
email,106
emailed,12
emailing,2
emails,39
emanate,12
emanated,8
emanates,6
emanating,21
emanation,5
emanations,12
emancipate,8
emancipated,27
emancipation,24
emancipationist,1
emancipator,2
emancipators,1
emasculate,8
emasculated,9
emasculates,1
emasculating,17
emasculation,1
embalm,4
embalmed,22
embalmer,18
embalmers,2
embalming,40
embankment,24
embankments,1
embarcadero,8
embargo,24
embargoes,3
embargoing,1
embargos,1
embark,64
embarkation,10
embarked,24
embarking,17
embarks,2
embarras,2
embarrased,1
embarrass,450
embarrassed,1093
embarrasses,22
embarrassing,1165
embarrassingly,8
embarrassment,247
embarrassments,3
embassage,2
embassies,16
embassy,397
embattled,1
embed,4
embedded,88
embedding,6
embellish,15
embellished,11
embellishing,7
embellishment,2
embellishments,3
ember,11
embers,14
embezzle,8
embezzled,16
embezzlement,48
embezzler,21
embezzlers,2
embezzles,1
embezzling,23
embitter,2
embittered,11
emblazoned,5
emblem,33
emblematic,4
embodied,11
embodies,13
embodiment,29
embodiments,1
embody,16
embodying,1
embolden,1
emboldened,6
embolectomy,4
embolic,2
embolism,33
embolization,2
embolize,4
embolus,5
emboss,1
embossed,10
embouchure,5
embrace,386
embraceable,2
embraced,67
embraces,31
embracing,41
embrangle,2
embrasure,3
embrasures,2
embrocation,1
embroider,12
embroidered,27
embroidering,1
embroiders,6
embroidery,25
embroil,1
embroiled,6
embryo,39
embryologist,1
embryology,1
embryonic,6
embryos,28
embryotic,1
embush,1
emcee,26
emceeing,5
emcees,1
emend,2
emer,2
emerald,131
emeralds,37
emerge,88
emerged,75
emergence,10
emergencies,106
emergency,2776
emergent,15
emerges,36
emerging,62
emeril,10
emeritus,8
emersion,1
emerson,113
emery,97
emesis,5
emetic,2
emf,1
emigrate,14
emigrated,15
emigrating,10
emigration,13
emigrational,1
emigres,1
emily,1889
eminence,96
eminences,2
eminency,2
eminent,84
eminently,12
emir,32
emirates,1
emissaries,11
emissary,51
emission,25
emissions,31
emit,20
emits,18
emittance,1
emitted,9
emitter,7
emitters,4
emitting,13
emma,801
emmers,5
emmet,33
emmy,187
emolument,1
emory,101
emote,3
emotes,1
emoting,2
emotion,423
emotional,1081
emotionalism,4
emotionality,1
emotionalizing,1
emotionally,354
emotionless,3
emotions,558
emotive,3
emove,1
emp,45
empanada,1
empanelled,1
empathetic,11
empathic,11
empathise,2
empathize,32
empathized,1
empathizing,2
empathy,58
empennage,2
emperess,1
emperor,690
emperors,26
empery,1
emphasis,65
emphasise,4
emphasised,2
emphasises,1
emphasising,4
emphasize,56
emphasized,11
emphasizes,7
emphasizing,4
emphatic,15
emphatically,18
emphysema,28
empire,646
empires,33
empiric,2
empirical,23
empirically,8
empiricism,1
empiricist,3
empirics,1
emplacement,1
emplacements,12
empleomania,1
employ,171
employable,2
employed,209
employee,590
employees,610
employer,274
employers,51
employing,14
employment,272
employments,1
employs,26
emporium,44
emporiums,2
empower,16
empowered,37
empowering,22
empowerment,5
empowers,4
empress,147
empresses,2
emprint,1
empt,1
emptied,95
emptier,7
empties,34
emptiest,2
emptily,1
emptiness,92
emption,1
emptor,5
empty,2409
emptying,35
empyrean,2
ems,35
emu,22
emulate,28
emulated,1
emulating,4
emulation,1
emulsification,1
emulsified,2
emulsify,2
emulsion,8
emus,4
en,485
enable,75
enabled,34
enablement,1
enabler,6
enablers,1
enables,34
enabling,21
enact,9
enacted,32
enacting,2
enactment,1
enactments,1
enamel,29
enameled,2
enamelled,1
enamelware,1
enamored,17
enamour,1
enamoured,3
enc,2
encamp,1
encamped,6
encampment,16
encapsulate,3
encapsulated,3
encapsulates,2
encase,2
encased,26
encasement,2
encases,1
encasing,3
encephalitic,1
encephalitis,11
encephalogram,3
encephalographic,1
encephalography,1
encephalopathic,2
encephalopathy,6
enchant,19
enchanted,141
enchanter,1
enchanting,104
enchantingly,2
enchantment,29
enchantments,1
enchantress,29
enchants,4
enchilada,34
enchiladas,17
encircle,7
encircled,9
encirclement,3
encircles,3
encircling,7
enclave,3
enclaves,1
enclose,17
enclosed,75
encloses,3
enclosing,12
enclosure,20
enclosures,3
encode,5
encoded,43
encoder,11
encoding,7
encompass,10
encompassed,6
encompasses,7
encompassing,2
encore,126
encores,7
encoring,1
encounter,284
encountered,153
encountering,14
encounters,84
encourage,308
encouraged,168
encouragement,112
encourager,1
encourages,32
encouraging,165
encroach,3
encroaches,2
encroaching,15
encroachment,2
encroachments,1
encrust,1
encrustation,1
encrusted,9
encrypt,11
encrypted,86
encrypting,2
encryption,83
encryptions,4
encumbered,6
encumbrance,1
encumbrances,2
encyclopaedia,8
encyclopaedic,1
encyclopedia,81
encyclopedias,19
encyclopedic,6
end,13559
endanger,85
endangered,128
endangering,65
endangerment,31
endangers,11
endarterectomy,1
ende,1
endear,6
endeared,3
endearing,44
endearment,14
endears,3
endeavor,76
endeavored,6
endeavoring,5
endeavors,31
endeavour,30
endeavoured,1
endeavouring,2
endeavours,7
ended,1511
endemic,7
enders,2
endgame,28
ending,812
endings,106
endive,7
endives,1
endless,338
endlessly,71
endlessness,1
endnotes,1
endocarditis,3
endocentric,1
endocrine,7
endocrinic,1
endocrinologist,2
endocrinologists,1
endocrinology,4
endocytotic,1
endodontist,1
endogenous,3
endolymphatic,1
endometrial,1
endometrium,1
endomorph,1
endopelvic,1
endoplasmic,3
endorphin,5
endorse,88
endorsed,26
endorsement,71
endorsements,27
endorses,6
endorsing,17
endoscope,4
endoscopic,4
endoscopically,1
endoscopy,13
endoskeletal,1
endoskeleton,2
endothermic,2
endotracheal,4
endow,11
endowed,32
endowing,2
endowment,28
endowments,6
endows,2
endplate,1
endpoint,1
ends,1563
endurable,2
endurance,68
endure,225
endured,74
endures,25
enduring,48
enduro,1
endymion,4
enema,72
enemas,12
enemies,985
enemy,2474
energetic,66
energetically,2
energico,8
energies,55
energise,6
energising,3
energize,20
energized,28
energizer,13
energizers,1
energizes,1
energizing,3
energumen,1
energy,1678
enervated,1
enfant,2
enfants,11
enfeebled,1
enfield,9
enfilade,1
enfiladed,1
enfilading,1
enfin,1
enflame,3
enfleurage,4
enfold,15
enfolded,2
enfolding,2
enforce,86
enforceable,6
enforced,42
enforcement,339
enforcer,34
enforcers,10
enforces,3
enforcing,17
enfranchised,1
enfranchisement,1
eng,24
engage,314
engaged,1327
engagement,666
engagements,51
engages,21
engaging,98
engastrimythic,1
engelmann,4
engender,7
engendered,1
engendering,3
engenders,2
engine,1626
engineer,596
engineered,83
engineering,333
engineers,207
engineman,2
engines,543
engirdled,1
england,1796
englander,8
englanders,4
engle,63
english,3777
englished,1
englishing,1
englishman,119
englishmen,31
englishwoman,10
englishwomen,2
engorged,15
engorgement,1
engrained,1
engram,4
engrams,7
engrave,15
engraved,85
engraver,10
engravers,2
engraves,1
engraving,23
engravings,15
engross,1
engrossed,7
engrosses,2
engrossing,6
engulf,5
engulfed,14
engulfing,3
engulfs,5
enhance,125
enhanced,49
enhancement,23
enhancements,4
enhancer,9
enhancers,10
enhances,15
enhancing,21
enigma,47
enigmas,2
enigmatic,11
enigmatical,1
enjoin,8
enjoined,5
enjoining,2
enjoy,4222
enjoyable,99
enjoyed,926
enjoying,868
enjoyment,69
enjoyments,1
enjoys,150
enkindle,2
enlarge,45
enlarged,54
enlargement,21
enlargements,4
enlarger,7
enlarges,2
enlarging,8
enlight,1
enlighten,108
enlightened,87
enlightening,37
enlightenment,74
enlightens,2
enlist,80
enlisted,174
enlisting,19
enlistment,15
enlistments,2
enlists,5
enliven,1
enlivened,6
enlivens,1
enmesh,1
enmeshed,2
enmity,16
ennoble,4
ennobled,5
ennoblement,1
ennobles,1
ennobling,4
ennui,19
enoch,20
enology,1
enormity,13
enormous,526
enormously,50
enormousness,1
enough,25568
enounced,2
enow,1
enplane,1
enquire,16
enquired,1
enquirer,35
enquires,1
enquiries,12
enquiring,6
enquiry,9
enrage,14
enraged,35
enrages,2
enraging,2
enrapture,1
enraptured,8
enrich,14
enriched,21
enriches,2
enriching,12
enrichment,7
enrichments,1
enright,26
enrol,7
enroll,34
enrolled,57
enrollees,1
enrolling,10
enrollment,23
enrolls,1
enrolment,7
ens,3
ensconced,11
ense,1
ensemble,57
ensembles,3
enshrine,2
enshrined,8
enshrinement,1
enshrines,1
enshroud,1
enshrouded,2
ensign,181
ensigns,5
enslave,34
enslaved,41
enslavement,9
enslaver,3
enslavers,1
enslaves,2
enslaving,7
ensnare,6
ensnared,2
ensnares,1
ensouled,1
ensue,10
ensued,16
ensues,9
ensuing,10
ensuite,1
ensure,253
ensured,16
ensures,12
ensuring,23
entail,29
entailed,6
entailing,1
entails,22
entangle,6
entangled,29
entanglement,8
entanglements,9
entendre,10
entendres,4
entente,1
enter,1516
entered,747
entering,588
enteritis,1
enterocolitis,1
enterprise,413
enterprised,1
enterpriser,3
enterprises,110
enterprising,26
enters,194
entertain,313
entertained,117
entertainer,84
entertainers,37
entertaining,288
entertainingly,1
entertainment,640
entertainments,10
entertains,14
enthral,2
enthralled,9
enthralling,7
enthralls,1
enthroned,4
enthronement,4
enthused,14
enthuses,1
enthusiasm,229
enthusiasms,9
enthusiast,29
enthusiastic,142
enthusiastically,12
enthusiasts,15
entice,26
enticed,8
enticement,4
enticements,1
entices,2
enticing,26
entify,1
entire,4070
entirely,1026
entirety,24
entities,30
entitle,22
entitled,586
entitlement,12
entitles,28
entity,86
entomb,5
entombed,14
entombing,1
entombment,3
entomological,4
entomologist,19
entomologists,1
entomology,12
entourage,69
entr,4
entrails,45
entrained,1
entrainment,1
entrance,800
entranced,6
entrances,58
entranceway,1
entrancing,12
entrant,1
entrants,2
entrap,9
entrapment,43
entrapments,1
entrapped,3
entrapping,1
entre,16
entreat,21
entreated,1
entreaties,1
entreats,3
entreaty,2
entrechat,1
entrechats,2
entree,42
entrees,34
entrenched,9
entrepeneur,1
entrepreneur,55
entrepreneurial,9
entrepreneurs,13
entrer,2
entrez,15
entries,60
entropy,11
entrust,37
entrusted,86
entrusting,10
entrusts,3
entry,620
entryway,8
entryways,3
entwine,8
entwined,20
entwining,1
enucleated,1
enumerate,1
enumerated,1
enumeration,1
enumerators,1
enunciate,7
enunciated,1
enunciates,1
enunciating,3
enunciation,5
enunciators,1
enured,1
envelop,4
envelope,513
enveloped,17
envelopes,73
enveloping,4
envelops,4
enviable,11
envied,51
envies,10
envious,64
enviously,2
environment,652
environmental,167
environmentalism,3
environmentalist,13
environmentalists,15
environmentally,16
environments,32
environs,10
envisage,1
envisaged,5
envisaging,1
envision,27
envisioned,25
envisioning,4
envisions,3
envoy,44
envoys,10
envy,487
envying,12
enwrought,1
enzymatic,3
enzyme,54
enzymes,47
eo,2
eocene,2
eohippus,2
eon,13
eons,44
eosin,1
eosinophil,1
ep,7
epa,36
eparch,2
epaulet,3
